a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,label
0.6620676642099405,-0.010548282451220197,-0.8359724416772786,1.8712685385487478,0.09233789554365443,1.1607666480834358,-0.18227127606339236,-0.1493318768294863,-1.0214735012847016,-0.19326848182918632,2.711716074628687,0.7240795903302097,-0.3611129550794049,0.7172500813367327,-1.1660578625848708,0.03472232467575049,-0.30816146089463525,0.2024842339120518,-0.8049454071248163,0.13077530567418486,1
0.2192547210165084,-1.6112144628945138,0.5467087192798893,-1.7505276350454066,0.7517361482390073,1.5637539122590203,-1.0923070269476476,0.31004800346610906,1.0760260583600716,0.40814555473129877,0.024024454399878728,-1.0472311876538478,-0.08175019845694892,-0.46991190489371304,-0.535152798280417,0.6046283050204517,-1.2322169163080197,-1.2421364996658368,-0.347246607569751,0.3675550248070494,1
0.8748611795927154,0.5165711742104696,-0.39426302703539257,-1.1522992407188652,0.14115229021049952,0.7219859599954427,-2.486162278931583,-0.5220548784257236,1.2948928774010124,-0.1327848653320252,-0.7685945859552589,-0.30179360329582194,-0.41690670743051644,-1.3480974908659036,0.11351608112880845,-0.1852903827061139,0.6076481013649269,-0.7326092299389656,-0.8251703432448427,0.8351930871919002,0
-0.06602355025393268,1.5195103352818193,1.231249967609382,0.43306268866776637,1.1242789589860742,-0.6340481652190432,-0.44776340337102166,-1.3479449600791036,-0.5884586457285129,0.34386971235351527,-1.6058764541327166,1.0433124255983646,-0.32716126311128796,-0.10076434359467946,-0.043508254859613384,-0.1826032990069968,-1.1758170467895699,0.2769944463204055,1.561623236582577,-0.5623299337913114,0
1.547934821340202,-0.039021566038071005,-0.010305551774212454,-0.8968377162098831,0.908217120364264,0.9250388401113498,1.4956470404457844,-0.6367239967311064,0.9049267610977285,-0.3377815160672778,-0.007638053700380846,0.08457609451924128,-0.8357854832303975,-0.6333972445915105,0.21027131745224115,-1.0016735638902925,-0.5697083140109453,-0.28855138933640423,-0.7454579919478522,-0.3437848636378126,0
-1.6576029202412657,-0.8216628284822796,1.5466563354506797,-1.4075834448970892,0.7779231171487367,0.6222082362977823,0.6786744472156903,-0.18342567956739297,0.789370340016568,-1.120919507633167,0.29697500308101543,0.3603561890249321,0.07970684751283158,-0.6381879342139511,1.279460059678263,-0.7040761354111524,-0.8254967173393024,0.38627283033164095,0.8839455892415449,0.5981756855400704,1
-0.8718297690725224,-0.18393515211883946,0.36682461133379896,2.3981181195836205,1.084346989429421,-0.07395275450554346,0.019730434673679485,-0.5804263614475886,0.1801282834504222,0.1479440458190457,-0.3131822794759117,-0.18712489561769205,0.44332850938290325,1.2411857733760652,0.4779535228451724,-0.006738995716880506,1.001553996243907,-0.18935532542364739,-0.35507730762823636,-0.7872511440877437,0
-0.372364018966165,-0.2795673097838079,1.1533490679321086,1.1149143511946673,-0.06399988955351496,-0.766293399490857,1.5739814345645065,0.22520303769039077,-0.09790765502387232,0.10694608524950498,-1.8605664177809165,0.16843445302981677,-2.635209761784342,0.6641927634380883,-0.133251772869698,2.682813224796158,-1.1741324265545199,0.21091337296979337,-0.7284666484849133,-0.21787118625069957,0
-0.6206860053625375,-1.3305728794013088,0.07217204305024086,-0.8419329346511426,-0.1636885264519615,0.5062099427078273,0.6173829471261636,0.8770718855071121,-0.1051174745192926,-0.4462587247686124,1.010243937364441,0.06059485259474591,-1.0434448017481637,1.3546873481829278,-0.8743009685272074,-0.006342005389815918,1.0160675859994959,-0.7506853041017946,0.11624182489537874,-0.6769957224976602,1
-0.41386733836256784,-1.1027133909253004,-1.4876363740105902,1.1689205064635761,0.21487232852358307,-1.33658687874309,1.1510958518234702,-1.3888577367569876,-1.471700890345806,-1.2710419022510104,-0.3846062019069986,1.3679961305722383,-0.18394762186639424,2.3347567938640545,1.591099921532995,0.7754516414307551,0.5340051095386582,-0.5201195177598941,0.9954108180906561,-0.22469826869786086,0
-0.04724067395777996,-0.19811287721106757,2.0430195387424783,-2.964831153023139,0.45681075146286515,-0.500895651964175,-0.45167081255197195,0.23750242417005774,-1.1621658469852576,-1.089601027397334,0.1896395449230644,-0.16408648933205766,1.4890688274425639,-1.3023319081515528,1.0210386682367725,1.4037752801976928,-1.791732556707651,-0.18807462128085764,0.2834451273429168,-0.7231415617587226,1
0.46509715903540966,-0.35273774590934803,-0.49823467517212916,-1.4813778368155988,-0.48273563420817917,0.601705734548515,-1.9162474091823347,0.17214869708231673,0.12903012147219114,-0.18483308978507892,-0.9134868290123501,0.11461845857774369,1.3485398052474797,-1.7636774670918005,-0.2362827835970424,0.9926345176905387,1.1084736391147985,-1.6226507708232734,2.1663309423990142,0.754316766645922,0
0.8915021338464745,0.15596243862020692,-0.1568057570131446,-0.9498387039734859,0.29722664965640594,0.45200664525799356,-1.5748470894474533,-0.7802039771306906,-1.5883231587005033,1.7265081304052319,-0.9629375325732032,1.403987492054982,1.5172106398242073,2.406261366042678,-1.143372027208531,2.3805188145571243,-0.7781014722153246,0.769825565736962,0.06586601620067963,-0.17947692065183532,1
-0.29980624954871027,0.5502906367285181,0.7482184273659424,1.2437970186761398,0.18140015619380334,-0.7389675591379572,0.41481493646293127,-0.6042589863976966,-1.0586032839671724,0.37499488910387224,0.2183634718435218,0.16048786246810925,0.08977456819434655,1.3263103857783822,0.34882432354737763,-0.19820110299919702,-1.5959372979104756,-0.5305170702860528,-0.5935674799057337,-0.20704116946594114,0
-0.220632239943486,-0.7197367438395448,0.7354503782946634,0.42068625764258344,-0.24333328854418593,0.008789896860550218,-0.38821979546206226,-0.27325338063830695,0.6858429400058927,-0.2365096533772436,-0.5582463120524216,-0.6821052527141573,0.1098235616680704,0.19457359695644028,1.3465965037325083,-1.1927124154455322,0.40751356852290005,-1.6727561689482844,1.2991454979361758,-0.4092558184701959,1
0.09008823270998274,-1.3123332438153195,1.2399710082346669,-1.0165102273960422,-0.12714428808593395,-0.2661381663034773,-0.29250492209913936,-1.6263454496529228,-1.7397938329401978,-0.593810737556549,0.17578856925433067,0.6640390346156305,-1.266810167131446,1.0503021656015932,-0.1532422208671686,-1.159653387237832,-1.040759524263159,-1.0410973780675794,-0.5841561948053553,-0.8906414592803636,1
-2.3653810091076672,1.0588626015490412,-1.347315568237244,0.7294804292137129,-0.3725724228817544,-1.7447308189097448,-0.049412649452196124,0.3663563681069805,-1.0581111129878777,-1.0241300581341002,-0.40905542515621834,2.555164507449472,-1.7628330961248446,-0.14825705613379936,-0.7332512056241209,0.4887054883416449,-0.37728149094237856,1.4816233220673856,0.8963135208978608,-1.2602651727536003,1
1.0346243476678156,0.12089553599857397,1.8534237624079692,-0.1738311658586243,-0.01196878962181425,0.6490378839442927,-0.24833912265008018,-1.55299896542952,0.28503044562820623,2.899735950684425,-0.844548400460312,-0.5956603006175955,-0.8984219095279099,0.706737683345329,1.6118107221529325,0.9641722955994295,2.1671693479752214,-0.7237474780049642,-0.9249387913063606,1.0773423608582222,1
-0.20632829670201924,-1.0985797733927514,-1.718647541234948,0.29582221690284216,0.24808207641827584,-1.860972926140007,-0.8377375419454751,-0.645125985299318,0.306435241595683,0.40882530032410214,1.7022612472058016,-0.9483299140773345,0.8953908409307115,0.8042426479316654,-0.3214988231137314,-1.4369072125639688,-0.9000378927260062,-1.021030940765772,2.531177028337192,0.8081438685988768,0
1.4263321224143908,-0.4814937588950405,-1.313856309243134,-0.173846251719265,1.251214733717826,0.25062438844205553,1.3277012936958066,-0.6787625769821543,0.80073359647287,0.20368004126638187,-0.5128656034608721,-2.185069953630944,0.7384207385639832,-0.06872457170654386,-0.4271443270348022,0.3602915642164262,-0.6580016186822109,0.7650966246817757,0.43510493513743465,0.4293521133919595,1
-0.6909414073630638,0.25875987032579617,-0.846909572923091,0.6550297315651039,-0.5410647519673107,0.9176555115049863,0.2086406115272118,-0.22575805403236812,-1.6469862174395506,-0.71667363238872,0.5475176736619296,-1.4564586307788456,0.26553138024294937,-0.10121846375449785,1.21544771370321,-0.7185820467896271,-0.6463505175618767,-0.013453065860809306,-0.5158763084151013,1.0656813647748153,1
0.032460907987908925,-1.696294786508363,-0.6072416863414313,-0.5521381505933628,-0.15032886988946334,0.5807073449921134,1.6109247916805065,-1.326845235802009,1.0897077626667684,-1.132059589182057,-0.06583220036614608,-0.012380510511535527,0.456368429739214,0.19572943216024058,-1.1448712084380095,0.7224028181373993,-0.6833073280226327,-1.2434680779268135,-1.6605344287591213,1.0303790572250444,0
1.5198099312546276,-0.08447157357738617,0.8667095565570161,-0.35313739202294164,-0.8600376833193233,0.18119380453957373,-1.5770734743866255,1.3241578373049472,0.7221990218678409,0.6816823549709494,0.353363332886267,-0.21497279742892808,0.7273623159516848,-0.545884016618802,-0.03656870190721588,0.2743075114540497,-1.862565312925493,0.8853239729634435,-0.9206633045596522,0.33966423342270413,0
0.723340127245163,-1.3131976091079562,1.3555148869654954,0.1875656391366235,0.4346740563275977,-0.8800945706244611,0.24019133899999043,-2.074930991221102,1.4061779920181854,-0.261701561604732,0.6999953396031104,-0.03414144678565882,-0.2706912824298068,-0.26369364082601177,0.306685997471379,-1.9029317721057868,-0.23403146010426426,-0.0699261138264438,0.08916585168295602,-1.1075524130170837,0
0.8835667213527945,-1.0815394959652562,0.30244946051122895,1.0014772049449332,1.6400462100484579,0.6196813422073746,-0.08645152011314709,0.7574034638201939,2.274803604619454,1.5750412566872163,-2.0538029020737745,1.1413170772478958,0.47736423148192875,-0.10628066293044608,-0.3271820381122481,1.4251760940472022,-0.21033507209586744,-0.48358362470413846,0.5662190393999551,-1.8992214941956553,1
0.4143845190904364,0.18656319754836093,0.13683918525487807,-0.258218507042583,0.36814474869048,0.5662506606951078,0.7871579069468482,-0.8532842381845867,0.3170838557149031,0.4892408377337634,-0.5652075924848464,0.987523476658377,0.6578446349551332,0.01174613010508459,-1.3633651938193394,1.0165825247830214,-1.6417081140962666,-1.1520951504868533,0.7935757554473639,-0.6380174469737495,0
-0.4642514750913112,-1.2134076691712192,0.8927807990642538,-0.21380912765982674,-0.4160039165492785,0.2482680083468207,0.7849071395941802,0.3140931974598781,1.3068776374966482,0.6625453695243739,1.1106687049427229,0.26062554109171254,-0.3330464767794094,1.4823442745545223,0.2979707901346299,1.4880968824589265,-1.7510900509093357,-0.6360311281652781,-0.22114189280194618,0.8006138973693159,1
0.21716751202632373,0.732916831432115,0.8285285086754142,-0.0935216357938961,-0.4207198103862383,0.6522635755804185,-0.12093960050428859,0.5984863993664628,0.4456580538033875,-1.097011181583612,-0.5035413812948277,0.3553657869936984,0.28353963232265184,-0.550398321712678,-0.7846468946607277,1.9396355626547883,-0.10965353447175095,0.6190571018652538,-1.8360331124062617,0.6566373654525463,0
0.39321694683424513,0.7182413284634303,0.4038830636760597,-0.1567520985883179,-1.33840304705745,-1.7647998710636414,0.7860289973411039,-0.6409279371425861,-1.272332618039119,-2.2437327864369476,0.6835557902173844,-0.0817700142493196,1.3564571280436557,0.7951258112297094,-1.060467166758667,-1.2063995855142027,0.12418823600379539,-1.1425697764877807,-1.2789146591313951,0.3955097626974391,0
0.22652086827751933,0.2345380442781583,0.9206169535161983,-1.2761283209010024,0.628705207044076,0.27239926020900646,1.5477951873367424,3.710057037531971,0.8707391936965332,0.5883251138893463,0.8528488535780919,0.8167799195683757,1.057123551871163,-0.2803511786094038,-0.10561750742839733,1.24698342486337,-0.09650757176832316,0.19414610261124737,1.576354794983236,-2.157579298949304,1
0.7961409871886911,0.3707093086331199,0.5685548213453487,-0.017082448135788065,-1.1243633193153835,1.032937594160404,0.66317443650925,-1.1692928467360886,-0.34861511010173585,0.4717452139657005,-0.1845382646971061,0.1501300541300121,0.6376222526311695,2.157044136899992,-0.03387948378577334,-0.5495471970255161,1.1546644002246031,-0.18890174541632915,0.6007771076222458,-0.3353865107241458,0
-0.9786374579999523,-0.010176440268051506,-0.6212271160356176,-1.065136856993227,-1.555922788661759,0.23891908715893756,-0.48298942844798454,-1.220695911110799,-1.209192071990857,-1.3836173233935136,-0.3353256702872907,-0.26325419809599343,1.230347622643004,-0.8828705530839844,-0.431018794096411,-0.759451393786569,1.0116968314912924,-0.12057425902716559,0.40818297259423403,0.6331693314898149,1
-0.2782267919980504,-1.0538379154467743,1.6102131983367596,0.9785055506893672,-0.6883055396401523,-0.6816028636941809,1.3803242778216869,-0.78194019558368,-0.4959350621452532,0.34369275176413766,-0.8200560150138123,1.1548044168362523,-0.5538794641233155,-0.7693652372967511,0.016053958438385127,-0.9736824827627375,0.47796883843921634,0.4664119670355271,0.9314930201564187,0.5678889655326425,1
1.1497713418640223,-1.659484619265962,-0.29212099137187664,-0.2693667617028055,1.5796813192891792,-0.4873081475684453,-0.7840485206916781,0.03535083941908747,0.3109098794284443,-0.19067129838035998,-0.8743466954901469,0.10457545320825988,-0.3429137206886394,1.697140535088858,0.303175557915556,1.0450944600366465,1.4685035485601592,0.2607417558099875,-0.14673507079551446,-0.7772326909342936,1
